order_id,order_date,total_price,quantity,product_name,category,rating,review_date,shipment_date,carrier,delivery_date,shipment_status,payment_method
00a7b54a-0c5b-44c6-b4f4-92a5416a7f3d,2023-10-15,493.87,2,Shirt,fashion,2.3,2023-11-06,2024-02-09,UPS,2024-02-10,delivered,Credit Card
405be26b-bd90-4f12-9d8b-acb60fcbc470,2023-04-22,96.25,2,Bookshelf,home,4.3,2023-04-26,2024-01-03,FedEx,2024-01-15,delivered,PayPal
c9a2b623-f660-48e4-a5c4-5bdd9bc875d0,2023-10-11,166.97,1,Smartphone,electronics,2.7,2023-10-21,2024-12-14,UPS,2024-12-25,delivered,PayPal
3b7a19a0-185e-4216-999c-07abe0d7dca1,2024-01-06,415.09,3,Perfume,beauty,,,2024-11-18,DHL,2024-11-24,pending,Credit Card
f3985f17-3ae7-4172-880e-12b95e965e2e,2024-06-13,266.02,3,Laptop,electronics,,,2024-09-15,FedEx,2024-09-17,pending,Credit Card
4b75dc81-c7f3-4d8d-87db-c41f5928f3cb,2023-07-08,100.95,4,Chair,home,,,2024-08-31,DHL,2024-09-14,pending,PayPal
c1b297e7-ad77-4011-8602-3f069bf22bb9,2023-10-10,384.92,3,Bluetooth Speaker,electronics,,,2024-05-28,UPS,2024-06-12,shipped,Credit Card
9e9ae626-e5a4-4581-89d0-3fda951dd526,2024-03-07,316.73,4,Hair Dryer,beauty,,,2024-04-01,UPS,2024-04-01,shipped,Debit Card
8c8b5db2-8e60-4852-8db4-30ed710593a4,2024-07-13,494.01,5,Jeans,fashion,,,2024-09-24,FedEx,2024-10-04,pending,Credit Card
c8273c67-8ec3-455b-9b34-4213309560e6,2023-11-15,417.7,1,Desk,home,2.1,2023-11-24,2023-11-22,FedEx,2023-12-03,delivered,Debit Card
45956fd0-fbcb-4758-8222-fa4dcd7d6f4e,2023-08-16,350.5,1,Curtains,home,2.9,2023-08-25,2023-09-03,DHL,2023-09-10,delivered,PayPal
4b8de828-65a0-46fd-b7d6-b0ae6f059de9,2024-07-23,451.97,3,Tennis Racket,sports,,,2024-11-14,UPS,2024-11-14,shipped,PayPal
ddbef8ed-d91e-46c1-984e-aeab6384a59e,2023-02-17,477.22,2,Headphones,electronics,,,2024-01-07,UPS,2024-01-21,pending,PayPal
9ed6031c-9a5f-4c4f-ac93-9a8ff0363779,2024-03-03,325.46,4,Curtains,home,,,2024-11-22,FedEx,2024-12-04,pending,Credit Card
eb01c984-8445-4b29-98dd-9c66b7aeac8f,2023-09-26,233.98,2,Camera,electronics,,,2024-01-31,DHL,2024-02-02,shipped,PayPal
09fefb09-8b9f-427b-82e9-3c8b23e4780d,2023-03-04,307.43,2,Jacket,fashion,0.7,2023-03-22,2024-09-21,DHL,2024-09-22,delivered,Credit Card
b112bf11-2c54-4709-8fd1-417d3f970eda,2023-01-01,335.68,1,Conditioner,beauty,,,2023-06-28,UPS,2023-07-10,pending,Credit Card
21045eb0-d70f-4420-b435-aef8ca943122,2023-01-01,302.5,4,Scarf,fashion,3.3,2023-01-15,2023-08-29,DHL,2023-09-05,delivered,Credit Card
ae438d95-9d69-4084-b717-a5c4bee13cb1,2023-07-02,417.53,4,Hair Dryer,beauty,2.5,2023-07-21,2024-03-01,FedEx,2024-03-11,delivered,PayPal
ee662df0-512d-4d3e-992f-c9724a6b1a14,2023-06-23,213.54,1,Dining Table,home,,,2023-10-05,UPS,2023-10-07,shipped,Credit Card
5071e0c6-364c-4819-828b-b19dc5e6d351,2024-06-06,160.08,5,Headphones,electronics,,,2024-09-08,UPS,2024-09-18,shipped,PayPal
5852ca74-2001-477c-af29-ccdbf6526a91,2024-01-12,341.57,4,Baseball Bat,sports,3.8,2024-01-28,2024-05-29,UPS,2024-06-05,delivered,Debit Card
4b7450f4-bd39-442e-a2a1-70aea61484ab,2023-08-14,169.91,2,Chair,home,,,2023-10-08,DHL,2023-10-09,shipped,Credit Card
63b9ee58-31d8-4de8-abb7-2bb4503648a7,2023-08-30,45.06,4,Dining Table,home,2.1,2023-09-26,2024-11-22,FedEx,2024-12-04,delivered,Credit Card
0ea25e5e-d4c1-4571-abad-f736948fbcc2,2023-06-03,125.14,1,Coffee Table,home,,,2023-08-01,UPS,2023-08-13,pending,Credit Card
d5cf1084-0628-4ba6-86d7-1eb7bdd2e488,2024-02-19,260.97,3,Golf Club,sports,3.1,2024-02-26,2024-07-27,UPS,2024-07-29,delivered,PayPal
da739b8f-a36f-405c-a4dc-518550a7c9f4,2023-07-10,247.44,1,Game Console,electronics,3.3,2023-07-11,2024-05-19,DHL,2024-05-27,delivered,PayPal
dbe6e069-41a2-4125-8990-b62a827ab01e,2023-11-21,409.43,1,Curtains,home,,,2024-04-09,UPS,2024-04-23,shipped,Debit Card
b3eb886d-3a7e-49f3-ab80-284a1f2e1060,2023-08-26,464.71,1,Running Shoes,sports,,,2024-01-29,UPS,2024-02-03,shipped,PayPal
7d7a6ab1-4caf-40d9-a40e-a87e272acacd,2024-06-12,264.11,3,Hair Dryer,beauty,,,2024-07-22,FedEx,2024-07-25,pending,Debit Card
ed021458-67d9-4a99-8b47-95410a0f0452,2023-02-11,53.84,3,Tennis Racket,sports,4.5,2023-02-23,2024-07-10,FedEx,2024-07-13,delivered,Debit Card
845c017d-4c7d-4aa8-8b67-6ec1688f7988,2024-08-15,340.4,1,Bookshelf,home,,,2024-09-18,DHL,2024-10-01,pending,PayPal
f2054dba-497e-4664-a1b1-1e0819c235ed,2023-11-05,94.04,5,Dining Table,home,,,2024-01-22,FedEx,2024-01-27,shipped,Credit Card
4f50ea36-942f-4d93-972f-a6c0705cff70,2024-09-10,383.81,5,TV,electronics,,,2024-09-10,UPS,2024-09-18,pending,PayPal
441e8c8b-0e2b-4197-a42c-ab6e1c0b2de1,2023-07-01,82.23,2,Sneakers,fashion,1.2,2023-07-30,2024-09-03,FedEx,2024-09-09,delivered,PayPal
49f30edd-165c-4796-8eba-a8f9a6edb806,2024-05-01,78.02,1,Perfume,beauty,,,2024-10-15,DHL,2024-10-23,pending,PayPal
05ebea68-0418-400d-8a8d-98dac7b6e89c,2024-02-26,379.22,1,Lipstick,beauty,0.6,2024-03-19,2024-12-05,UPS,2024-12-05,delivered,PayPal
f98d5e6e-642f-4773-8cf5-1c7be1a42d8d,2023-11-18,359.33,4,Smartphone,electronics,,,2024-10-28,DHL,2024-11-07,shipped,Debit Card
ba64395d-da82-468c-a120-293d7d437cc3,2023-08-21,344.84,1,Soccer Ball,sports,,,2024-08-10,FedEx,2024-08-13,pending,Debit Card
57e03a16-166f-4ecb-a9d4-7db51730b6e3,2023-04-19,379.67,1,Coffee Table,home,,,2024-06-17,UPS,2024-06-29,pending,Debit Card
708eeb95-6cfc-4594-9df5-ac36cdbd96fc,2023-09-01,308.48,2,Coffee Table,home,,,2024-10-31,DHL,2024-11-12,shipped,Credit Card
5a5d3927-8610-419c-986d-2a0f723a73ff,2023-10-02,54.29,2,Air Conditioner,home,,,2023-10-11,DHL,2023-10-25,pending,PayPal
571e298d-9074-4af4-a1c5-87c46be084fb,2023-05-30,85.25,3,Smartphone,electronics,,,2024-03-02,DHL,2024-03-04,shipped,Credit Card
7ec54480-47d9-4caf-a67b-bc97db71dba2,2023-01-13,139.26,2,Smartphone,electronics,,,2024-06-03,UPS,2024-06-04,pending,Credit Card
32a4d961-f817-4614-bae0-c50280ddb85f,2023-09-13,229.15,1,Bluetooth Speaker,electronics,1.6,2023-10-06,2024-03-16,UPS,2024-03-25,delivered,Debit Card
3e02a741-ae56-4b3e-a4b1-75cdb25c1763,2024-05-02,309.71,4,Conditioner,beauty,,,2024-09-05,FedEx,2024-09-14,pending,Debit Card
712fd018-40a7-4c0c-a7c9-4db44f254257,2023-06-18,331.51,3,Dumbbells,sports,,,2024-04-21,FedEx,2024-05-06,pending,Credit Card
cf19c94f-6bd3-46dd-97f8-b23018ad844d,2024-09-27,76.28,5,Dress,fashion,1.8,2024-10-01,2024-10-11,DHL,2024-10-14,delivered,Credit Card
ff4c4c6e-cd82-4735-9eea-e3b10fa6144b,2023-07-05,367.1,3,Mascara,beauty,,,2023-09-16,UPS,2023-09-27,pending,Credit Card
6a43a3ff-f77b-42c9-b8aa-52d8a9ec1459,2023-11-03,339.44,4,Smartwatch,electronics,,,2024-11-10,DHL,2024-11-18,shipped,Debit Card
fad6f5f6-368a-48ff-8df1-9009d2a8ebe0,2024-07-28,455.53,2,Running Shoes,sports,,,2024-08-17,DHL,2024-08-17,pending,PayPal
bac023fc-8d6b-4891-868c-70156f5fb1f4,2023-12-21,290.21,3,Jeans,fashion,,,2024-05-30,DHL,2024-06-03,shipped,PayPal
08b5b899-634e-4181-8745-36a3903fe891,2024-07-22,39.15,2,Cycling Helmet,sports,,,2024-07-25,UPS,2024-07-28,shipped,PayPal
ad78cc4c-92a2-4127-8ab7-5588cea97a41,2023-07-13,250.65,1,Lamp,home,,,2023-10-29,DHL,2023-11-10,pending,Credit Card
fafbdcd2-133f-470b-b2d2-99eaadd30014,2024-06-11,322.22,1,Hair Dryer,beauty,,,2024-11-13,UPS,2024-11-14,shipped,PayPal
68729577-8f70-4462-a285-7ee8fb212bf7,2024-09-09,33.23,3,Sneakers,fashion,3.3,2024-09-23,2024-09-24,UPS,2024-09-27,delivered,Debit Card
be293856-86ef-4176-96fa-4e26eaee42ee,2024-02-04,358.61,1,TV,electronics,,,2024-08-18,UPS,2024-08-29,shipped,Debit Card
c8805aee-c714-4edc-85f6-5469c766a5d0,2023-12-27,276.02,2,Dumbbells,sports,,,2024-12-02,FedEx,2024-12-05,pending,PayPal
fca916c6-a187-466a-970d-90e52ff1f5c8,2023-11-07,204.41,4,Bookshelf,home,0.5,2023-11-29,2024-12-04,DHL,2024-12-10,delivered,Debit Card
51a50947-b2da-4ee9-8abf-68111c4cdff3,2023-06-11,426.65,2,Bookshelf,home,,,2024-02-22,DHL,2024-02-26,pending,Credit Card
1195a71d-c669-4ae5-b8be-3af5333d1f87,2024-04-05,386.11,3,Chair,home,,,2024-05-06,FedEx,2024-05-13,pending,PayPal
22999759-c779-4626-b29c-941b6fbf7c72,2023-04-22,72.89,1,Printer,electronics,,,2024-08-28,DHL,2024-09-11,pending,PayPal
c854a10b-5098-4859-8a00-cab30050edae,2023-04-23,491.08,5,Lipstick,beauty,,,2024-03-19,DHL,2024-03-25,pending,Credit Card
fafd6a64-841e-4159-b91a-bdc5b06dd06e,2023-08-08,137.16,4,Bookshelf,home,,,2024-11-18,DHL,2024-12-02,pending,Credit Card
d548444b-9fdd-4a0a-a8f2-6b6a99a1f60e,2023-09-01,62.67,2,Lipstick,beauty,4.6,2023-09-27,2023-11-07,FedEx,2023-11-18,delivered,PayPal
3db07e17-b059-4a52-ad9a-32559718004f,2023-11-26,473.01,1,Desk,home,,,2024-04-18,UPS,2024-04-18,shipped,Credit Card
48008b69-6df3-46bc-84fa-414d133cd36b,2023-05-02,129.63,4,Yoga Mat,sports,1.7,2023-05-02,2023-11-29,UPS,2023-12-03,delivered,Credit Card
08c81193-4481-4d62-ad81-8cbc51b1b3f7,2023-07-08,286.37,4,Curtains,home,,,2024-03-27,UPS,2024-04-05,pending,PayPal
1606e986-d665-45b3-bf9d-36a38f295042,2024-07-04,161.82,2,Perfume,beauty,,,2024-09-25,UPS,2024-09-30,pending,Credit Card
6eaf2030-106d-4efa-aac3-09ca724bcc83,2023-08-19,360.81,3,Basketball,sports,,,2024-02-20,UPS,2024-02-21,shipped,PayPal
a99da13e-a69a-4e96-acaf-a08b4d1805e6,2023-04-01,184.74,3,Lipstick,beauty,0.2,2023-04-19,2023-09-19,FedEx,2023-09-19,delivered,Debit Card
b04c150e-69f3-4ab1-8553-2fa29912fe0f,2024-04-21,167.11,5,Shirt,fashion,,,2024-05-06,UPS,2024-05-15,pending,PayPal
97d4f07e-1822-410f-b6f3-a0185d3acc93,2023-01-08,172.56,4,Hair Dryer,beauty,,,2023-07-10,UPS,2023-07-22,shipped,Credit Card
c27032e6-ab78-46fb-a05a-d1bea944b864,2023-09-29,497.85,2,Running Shoes,sports,1.0,2023-10-21,2024-05-25,UPS,2024-05-27,delivered,Debit Card
51c0fe9d-3b42-46a8-a89a-a9d3b6bf68c8,2024-02-11,74.27,4,Printer,electronics,,,2024-02-26,UPS,2024-02-27,shipped,PayPal
b5dc40b0-e94a-4212-967e-0d8385900303,2024-06-28,107.23,5,Chair,home,1.8,2024-07-18,2024-07-08,FedEx,2024-07-18,delivered,Credit Card
5bc56b75-3927-4260-8136-dc1753b7dd29,2023-12-11,421.8,3,Tennis Racket,sports,4.1,2023-12-21,2024-06-28,FedEx,2024-07-07,delivered,PayPal
bcb3fa20-22b1-42c8-973a-b6238b623aed,2023-09-06,358.76,3,Bookshelf,home,,,2024-01-22,UPS,2024-01-31,shipped,PayPal
b411d50c-926b-4194-9544-4bb7063e7dbf,2023-07-28,427.28,2,Baseball Bat,sports,,,2023-08-31,DHL,2023-09-09,shipped,Debit Card
7ace49db-33f3-49f3-81f0-bc463de3251f,2023-10-03,23.68,4,Game Console,electronics,,,2024-01-15,FedEx,2024-01-18,pending,Debit Card
79cb7e9b-8500-4c3e-8913-38b80c11b457,2024-09-14,87.06,1,Yoga Mat,sports,,,2024-11-22,FedEx,2024-11-28,shipped,Debit Card
ee13d624-f8bb-4a53-977e-a0750c4ec4b8,2023-11-02,109.61,2,Shampoo,beauty,,,2023-11-21,FedEx,2023-12-02,pending,Credit Card
e66ed35a-cc47-46d5-89cb-9e7b3903916b,2024-06-03,255.2,1,Cycling Helmet,sports,,,2024-07-25,UPS,2024-08-05,pending,Credit Card
ca6beaa1-686a-463a-b1cb-ea242b3e5723,2023-02-02,280.52,2,Shampoo,beauty,,,2024-06-19,FedEx,2024-07-01,shipped,Debit Card
c29cd449-eb97-425b-98f7-7478cb46e39e,2023-11-13,124.39,4,Scarf,fashion,,,2024-10-19,UPS,2024-10-29,pending,PayPal
55c2fba3-f625-4f25-9fbc-182f84f2bfd8,2024-06-04,71.65,2,Cycling Helmet,sports,2.6,2024-06-20,2024-06-29,DHL,2024-07-10,delivered,PayPal
d8d05ad7-cd6a-412f-a303-3236c54688fd,2023-08-25,462.75,5,Desk,home,1.0,2023-08-27,2024-04-01,UPS,2024-04-04,delivered,Credit Card
bab9b104-8b8c-40a8-982d-49eb82f0255d,2024-06-16,58.25,3,Jacket,fashion,,,2024-08-19,UPS,2024-08-23,pending,Credit Card
f243383f-dc7f-498b-82f3-4d5b58a5651b,2023-04-20,419.64,2,Body Lotion,beauty,,,2023-12-11,UPS,2023-12-12,shipped,PayPal
69e0c3fd-5a98-47ce-bd5c-92774966e26f,2023-09-03,114.18,3,Baseball Bat,sports,2.2,2023-09-29,2024-12-15,FedEx,2024-12-17,delivered,Debit Card
b68a7520-1796-4934-bd3f-8b67a6f61c7b,2024-05-11,444.93,2,Tennis Racket,sports,,,2024-08-05,UPS,2024-08-09,shipped,Debit Card
93a4e564-7c57-4dd5-b155-c64a82ef4523,2023-05-16,479.64,3,Desk,home,,,2023-07-28,FedEx,2023-08-05,pending,PayPal
5833d94b-f9d7-4018-b8b9-7e9e38b7d924,2023-11-20,64.14,4,Printer,electronics,,,2024-01-28,DHL,2024-02-01,pending,PayPal
94ec1f4a-34ea-4265-9e05-7ef4934a1702,2023-08-27,495.98,1,Toaster,home,,,2024-01-15,UPS,2024-01-21,pending,PayPal
ec74036f-b999-475d-b63a-bb152bd0371e,2023-06-26,451.39,2,Curtains,home,,,2023-11-09,UPS,2023-11-22,pending,Credit Card
54983e37-7390-4bda-8405-b3796f936dd6,2024-07-23,420.31,1,Air Conditioner,home,,,2024-07-24,UPS,2024-07-27,shipped,PayPal
e59fcbbf-0a95-432d-b440-b1fecb1b9f88,2023-04-10,27.39,4,Hair Dryer,beauty,,,2023-12-26,FedEx,2023-12-26,pending,Credit Card
1108dec0-01fb-4e7e-9988-8208b4474464,2024-06-24,380.83,4,Cycling Helmet,sports,,,2024-10-13,FedEx,2024-10-15,pending,Credit Card
eac31143-c73d-4ae4-a4ce-798be3ff6c3d,2023-09-04,348.69,3,Sweater,fashion,2.7,2023-09-15,2024-01-29,UPS,2024-01-30,delivered,Debit Card
603e72a5-04fe-4431-9aee-8b8fb847e2fd,2023-02-16,385.37,5,Sneakers,fashion,2.6,2023-02-26,2023-05-10,DHL,2023-05-21,delivered,Debit Card
7b7b90ff-3e8b-43e2-8c98-09cd49ee6d36,2024-05-06,300.95,4,Jacket,fashion,1.5,2024-05-28,2024-07-02,DHL,2024-07-08,delivered,Debit Card
83c226a8-8776-49a3-b27a-410c6d62b8eb,2023-01-02,454.64,2,Dress,fashion,,,2023-08-28,DHL,2023-09-10,shipped,PayPal
e41764a1-e69a-4763-a3bd-b11372ad36aa,2023-04-16,400.73,2,Bluetooth Speaker,electronics,,,2023-09-13,UPS,2023-09-20,pending,Debit Card
01654f74-8446-4908-86de-afee62d59520,2023-08-07,133.7,1,Bluetooth Speaker,electronics,0.4,2023-08-09,2024-03-23,UPS,2024-04-06,delivered,Credit Card
bceffd0e-9661-4c51-a689-591fe101ce78,2023-07-08,80.8,4,Tablet,electronics,1.0,2023-07-15,2023-12-27,UPS,2023-12-29,delivered,PayPal
8a0693f7-5fd9-4b2a-b504-301217e620ba,2023-08-09,439.25,5,Sneakers,fashion,,,2024-02-04,UPS,2024-02-14,shipped,Debit Card
bfab53e5-f42a-4d3c-bf49-c38d1aa938af,2024-09-30,452.53,3,Jacket,fashion,,,2024-11-01,UPS,2024-11-04,pending,Credit Card
9edcfc76-3409-48fd-90a2-9e1666acc2fb,2023-12-04,297.97,4,Face Cream,beauty,,,2023-12-22,UPS,2023-12-28,pending,Credit Card
79d5c367-42ac-4896-9ffb-48e2f134b0c8,2024-08-19,464.26,4,Scarf,fashion,,,2024-09-02,UPS,2024-09-16,shipped,PayPal
880bf4b2-4717-4435-ae18-083d9c180227,2023-04-09,167.82,4,Chair,home,,,2024-04-05,FedEx,2024-04-18,pending,Debit Card
b6e213bf-8331-48dd-8ee4-7b9e5aa698f6,2024-01-13,448.64,3,Sneakers,fashion,,,2024-10-14,DHL,2024-10-19,shipped,Debit Card
8fb28be3-671c-4bdf-9a38-a7f7ab73ecbe,2024-05-15,231.75,2,Headphones,electronics,,,2024-08-04,FedEx,2024-08-05,shipped,Credit Card
e7fbf088-f50c-4936-9142-e368f3ff67e7,2023-01-20,206.67,1,Smartwatch,electronics,1.7,2023-01-29,2024-07-25,UPS,2024-08-08,delivered,Credit Card
4e7d9757-4d43-4767-8ce7-b9608f3d239b,2023-10-12,35.75,4,Air Conditioner,home,,,2024-07-26,UPS,2024-08-03,pending,Debit Card
0e34ecf9-4fb9-4d2a-bd22-ce246ff92df6,2023-05-30,84.48,3,Hair Dryer,beauty,,,2024-04-20,DHL,2024-04-27,shipped,Credit Card
fc1403b6-4f2d-4e69-95a4-454ee3762500,2023-10-15,127.73,1,Bluetooth Speaker,electronics,0.9,2023-10-21,2023-11-09,UPS,2023-11-12,delivered,PayPal
1eccc149-cd29-4efa-8f8f-a43a17dc5acf,2023-11-22,384.72,4,Smartphone,electronics,4.4,2023-12-15,2024-05-06,FedEx,2024-05-18,delivered,Debit Card
f562f821-578f-4f87-9896-b37b115442e2,2024-09-22,98.33,3,Conditioner,beauty,2.7,2024-10-18,2024-12-16,UPS,2024-12-18,delivered,PayPal
51450819-caec-4ff9-ad58-a81e026dcd1e,2024-01-02,254.32,2,Shirt,fashion,3.0,2024-01-24,2024-01-31,UPS,2024-02-12,delivered,PayPal
5f3c687c-fea3-4604-b709-cca6bcdd0a03,2023-10-27,452.22,5,Soccer Ball,sports,,,2024-01-12,UPS,2024-01-16,pending,Debit Card
e80a7724-5c41-4e77-9ac1-a98bc7b9a8c8,2023-02-15,338.83,3,Air Conditioner,home,,,2023-05-11,DHL,2023-05-23,shipped,Debit Card
f1ba2e83-c12a-4269-a310-75f50c205d53,2024-07-12,56.29,4,Toaster,home,,,2024-09-14,DHL,2024-09-21,pending,Debit Card
a17b0763-ffde-44c5-be42-2b501275cd3e,2024-01-16,291.88,5,Shampoo,beauty,,,2024-04-01,FedEx,2024-04-08,pending,Credit Card
16f82a78-ad25-49f1-8d85-b5f8bcaaea4e,2024-08-17,258.92,2,Smartwatch,electronics,1.9,2024-09-07,2024-10-09,UPS,2024-10-22,delivered,Debit Card
0ff025ba-34af-4e7e-8568-87fa565493bf,2023-06-08,83.57,1,Tennis Racket,sports,1.0,2023-07-08,2024-02-23,DHL,2024-03-03,delivered,Credit Card
ee051469-bacf-494c-8884-7a7911f3263b,2024-09-16,247.78,1,Cycling Helmet,sports,,,2024-11-20,DHL,2024-11-30,pending,Debit Card
371e1c8f-0af3-46ca-9949-c5ab913ce743,2023-04-15,296.44,1,Coffee Table,home,,,2023-06-29,FedEx,2023-06-30,pending,Debit Card
d32655ae-75ae-474b-8f6a-b007785f8537,2023-11-14,39.36,5,Laptop,electronics,,,2024-11-30,DHL,2024-12-04,shipped,Debit Card
320fccdf-4d47-440e-a6d2-e3abe5a3fec4,2023-02-15,189.82,2,Golf Club,sports,,,2024-10-18,FedEx,2024-10-28,pending,Credit Card
0ec4c65e-33f9-4f86-a766-1754ac21a7ee,2023-05-08,29.83,5,Headphones,electronics,3.3,2023-05-24,2024-09-04,FedEx,2024-09-04,delivered,Credit Card
18011ee8-6b3e-41ec-b615-85244c25e51c,2024-06-15,361.96,3,Conditioner,beauty,,,2024-07-12,UPS,2024-07-26,pending,Credit Card
491d0530-6ad8-4380-ba6f-6e1fc2a20eb5,2023-05-30,43.33,1,Cycling Helmet,sports,4.9,2023-06-03,2023-07-16,DHL,2023-07-27,delivered,Debit Card
610b67ec-1ce4-4056-be99-87112450e6ba,2023-09-04,462.69,1,Coffee Table,home,,,2024-02-10,DHL,2024-02-11,shipped,Credit Card
325b8bc4-ed49-4fa4-a246-88a8e677b3da,2024-05-13,192.07,2,Air Conditioner,home,1.0,2024-05-13,2024-08-02,UPS,2024-08-11,delivered,PayPal
b24c6f5f-7c7f-4b0f-ad1a-ace51de3db4c,2023-06-17,160.76,2,Dumbbells,sports,4.4,2023-07-01,2024-02-28,FedEx,2024-03-06,delivered,Credit Card
7687c471-848d-4056-b8aa-30681414f43c,2023-11-25,269.15,3,T-shirt,fashion,2.5,2023-12-25,2024-05-05,FedEx,2024-05-08,delivered,Credit Card
66a53167-541f-4e6a-8cab-345b056e1514,2023-04-07,206.17,3,Golf Club,sports,,,2024-10-06,FedEx,2024-10-10,pending,PayPal
2a304bea-5746-495c-bbf5-d635b9678c65,2023-09-11,426.41,5,Hat,fashion,,,2024-06-28,FedEx,2024-07-11,shipped,Debit Card
7dd56ebf-da36-4d0b-b8bb-03067c2d3050,2023-12-26,138.47,3,Laptop,electronics,,,2024-04-05,DHL,2024-04-15,shipped,Debit Card
38911ab8-4e70-4aaf-83e4-2589c93f55b1,2024-06-11,263.5,4,Scarf,fashion,1.3,2024-06-25,2024-07-24,UPS,2024-07-25,delivered,Debit Card
369f241e-c0fc-4952-bf3b-1979203a70b9,2023-12-24,253.99,4,Body Lotion,beauty,,,2023-12-25,UPS,2023-12-26,shipped,PayPal
d45fa8b6-b526-4eed-868b-8a2d52f34348,2024-09-26,102.44,2,Hair Dryer,beauty,,,2024-10-24,UPS,2024-11-07,pending,Credit Card
468ef75d-dd7b-4de1-b04b-eda2eb90ff4a,2023-08-09,395.79,4,Basketball,sports,,,2023-09-24,FedEx,2023-10-01,pending,Debit Card
f1a5ec49-0650-45e3-ba9a-e84f2c179201,2024-06-27,90.64,4,Bookshelf,home,,,2024-07-17,FedEx,2024-07-26,shipped,Credit Card
26dfecd4-0ca8-43a7-9a4c-f4a7b603679d,2024-04-17,66.89,5,Hat,fashion,,,2024-05-28,UPS,2024-05-29,pending,PayPal
f28e2a6c-0db7-456d-b735-88356eec14ae,2023-11-10,70.26,1,Soccer Ball,sports,4.1,2023-12-08,2024-03-15,DHL,2024-03-21,delivered,Credit Card
f7e68a19-b3ba-4c90-89df-9b8f943da742,2024-01-12,121.7,5,T-shirt,fashion,0.8,2024-01-25,2024-05-20,FedEx,2024-05-25,delivered,Debit Card
e3563e4e-32c0-4808-a103-7ed8059b9a52,2024-09-01,168.94,2,Soccer Ball,sports,2.2,2024-09-02,2024-12-13,UPS,2024-12-16,delivered,Debit Card
425b6bf2-8eba-4a47-98fb-30c17fe3ee01,2023-09-13,147.41,1,Chair,home,,,2023-09-19,FedEx,2023-09-24,pending,Debit Card
27f6dcdf-25e0-4a7e-80f3-498495e2f55a,2024-04-23,20.97,5,TV,electronics,,,2024-10-06,UPS,2024-10-08,shipped,Credit Card
